"","date","identifier","publisher","title"
"6093","1930","https://gallica.bnf.fr/ark:/12148/cb32682405n/date","Alger","L'Activité douanière algérienne"
"6094","19..","https://gallica.bnf.fr/ark:/12148/cb42778888s/date","Villedieu","Bulletin paroissial "
"6095","1904-1907","https://gallica.bnf.fr/ark:/12148/cb32682507m/date","Tarare","L'Actualité "
"6096","1933-19..","https://gallica.bnf.fr/ark:/12148/cb326824258/date","Paris","L'Activité juridique "
"6097","19..","https://gallica.bnf.fr/ark:/12148/cb427442547/date","St Maixent","Bulletin paroissial "
"6098","1917","https://gallica.bnf.fr/ark:/12148/cb43750608j/date","Paris","Association des surintendantes d'usines et de services sociaux"
"6099","1834-1837","https://gallica.bnf.fr/ark:/12148/cb437677030/date","Limoges","Revue limogienne "
"6100","1908-19..","https://gallica.bnf.fr/ark:/12148/cb427504394/date","Nancy","Bulletin paroissial "
"6101","1941-1941","https://gallica.bnf.fr/ark:/12148/cb43775519j/date","","L'Avant garde "
"6102","1940-1943","https://gallica.bnf.fr/ark:/12148/cb43782692c/date","","L'Humanité "
"6103","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43784742k/date","","La Juridiction familiale "
"6104","1942-194.","https://gallica.bnf.fr/ark:/12148/cb437857377/date","","Midinettes "
"6105","1809-1809","https://gallica.bnf.fr/ark:/12148/cb43863399z/date","A Tours","Bulletin de l'Armée d'Allemagne "
"6106","19..","https://gallica.bnf.fr/ark:/12148/cb42750368f/date","Nancy","Bulletin paroissial lorrain   Persévérance de Saint"
"6107","1896-1910","https://gallica.bnf.fr/ark:/12148/cb439041580/date","Limoges","Bulletin trimestriel "
"6108","19..-19..","https://gallica.bnf.fr/ark:/12148/cb42750536c/date","Nancy","Bulletin paroissial "
"6109","1894","https://gallica.bnf.fr/ark:/12148/cb343491539/date","Paris, Paris, Paris","Revue d'histoire littéraire de la France"
"6110","1927","https://gallica.bnf.fr/ark:/12148/cb34349182w/date","Paris, Paris","Revue française de psychanalyse "
"6111","189.-19..","https://gallica.bnf.fr/ark:/12148/cb43648400s/date","Paris","Adelphie"
"6112","1924","https://gallica.bnf.fr/ark:/12148/cb343492000/date","Paris, Paris","Revue générale des chemins de fer  "
"6113","1930-1995","https://gallica.bnf.fr/ark:/12148/cb343491988/date","Paris","Revue générale des assurances terrestres"
"6114","189.-196.","https://gallica.bnf.fr/ark:/12148/cb43649568x/date","Paris","Rapport sur les opérations du Service vétérinaire sanitaire de Paris et du département de la Seine"
"6115","1888-1898","https://gallica.bnf.fr/ark:/12148/cb43654191b/date","Paris","Portefeuille des arts décoratifs "
"6116","1903","https://gallica.bnf.fr/ark:/12148/cb436176621/date","","Almanach de l'Avenir"
"6117","1911-19..","https://gallica.bnf.fr/ark:/12148/cb43654471j/date","Paris","Nos élégances "
"6118","1849-1853","https://gallica.bnf.fr/ark:/12148/cb43573864c/date","Paris","Almanach facétieux"
"6119","1876","https://gallica.bnf.fr/ark:/12148/cb34349205q/date","Paris, Paris, Paris","Revue historique "
"6120","1914-19..","https://gallica.bnf.fr/ark:/12148/cb42737014z/date","Paris","Bulletin paroissial "
"6121","1922","https://gallica.bnf.fr/ark:/12148/cb343492062/date","Paris, Paris","Revue historique de droit français et étranger "
"6122","1905","https://gallica.bnf.fr/ark:/12148/cb34349219d/date","Chevetogne, par Leignon Belgique, Paris, Ligugé, Paris","Revue Mabillon "
"6123","1876","https://gallica.bnf.fr/ark:/12148/cb34349223n/date","Paris, Paris, Paris","Revue philosophique de la France et de l'étranger"
"6124","1872","https://gallica.bnf.fr/ark:/12148/cb343492391/date","Paris, Paris, Paris, Paris, Paris","Romania "
"6125","190.-190.","https://gallica.bnf.fr/ark:/12148/cb326969741/date","Paris","Annuaire des commissaires de police"
"6126","1903-2015","https://gallica.bnf.fr/ark:/12148/cb34349275w/date","Paris","Bulletin "
"6127","1869","https://gallica.bnf.fr/ark:/12148/cb343492767/date","Paris, Paris, Paris","Bulletin de la Société de linguistique de Paris"
"6128","1904-19..","https://gallica.bnf.fr/ark:/12148/cb427790357/date","Servaville Salmonville","La Paroisse "
"6129","1845-1848","https://gallica.bnf.fr/ark:/12148/cb326942482/date","Paris","Annales des haras et de l'agriculture "
"6130","1847-1847","https://gallica.bnf.fr/ark:/12148/cb32695802n/date","Elbeuf","Annuaire d'Elbeuf et du canton "
"6131","1866-1867","https://gallica.bnf.fr/ark:/12148/cb32683336w/date","Paris","Affiches nationales "
"6132","1930-1962","https://gallica.bnf.fr/ark:/12148/cb326834334/date","Alger","L'Africain "
"6133","1844-1845","https://gallica.bnf.fr/ark:/12148/cb326834694/date","Paris","L'Afrique "
"6134","19??","https://gallica.bnf.fr/ark:/12148/cb32683479f/date","Alger","L'Afrique du Nord agricole"
"6135","19..-19..","https://gallica.bnf.fr/ark:/12148/cb42769203z/date","Lyon","Bulletin paroissial "
"6136","1908-19..","https://gallica.bnf.fr/ark:/12148/cb42769166k/date","Lyon","Bulletin paroissial "
"6137","19..","https://gallica.bnf.fr/ark:/12148/cb42770024d/date","Montbrison","Bulletin paroissial "
"6138","1908-19..","https://gallica.bnf.fr/ark:/12148/cb42769208p/date","Lyon","Bulletin paroissial "
"6139","19..","https://gallica.bnf.fr/ark:/12148/cb42770632p/date","Lyon","Bulletin paroissial "
"6140","1909","https://gallica.bnf.fr/ark:/12148/cb42770706d/date","Montbrison","Bulletin paroissial "
"6141","1903-19..","https://gallica.bnf.fr/ark:/12148/cb42779391j/date","Hennebont","Bulletin paroissial "
"6142","19..","https://gallica.bnf.fr/ark:/12148/cb427710161/date","Lyon","Bulletin paroissial "
"6143","19..-19..","https://gallica.bnf.fr/ark:/12148/cb42769996q/date","Lyon, Lyon","Bulletin paroissial "
"6144","1904-1905","https://gallica.bnf.fr/ark:/12148/cb32681734t/date","Marseille","L'Action antimilitariste "
"6145","1909-19..","https://gallica.bnf.fr/ark:/12148/cb42780692r/date","Longjumeau","Bulletin paroissial "
"6146","1881-188.","https://gallica.bnf.fr/ark:/12148/cb45590760p/date","Paris, Paris","Paris charmant "
"6147","1926-1968","https://gallica.bnf.fr/ark:/12148/cb34349370f/date","Paris","Annales de l'Université de Paris "
"6148","1907-1939","https://gallica.bnf.fr/ark:/12148/cb326834810/date","Alger, Alger","L'Afrique du Nord illustrée "
"6149","1945-1973","https://gallica.bnf.fr/ark:/12148/cb343495882/date","Paris","Compte rendu des opérations "
"6150","1821-1826","https://gallica.bnf.fr/ark:/12148/cb42659777h/date","Paris","Bazar parisien"
"6151","19..","https://gallica.bnf.fr/ark:/12148/cb427712277/date","Lyon","Bulletin paroissial "
"6152","1889-1895","https://gallica.bnf.fr/ark:/12148/cb326946663/date","Paris","Les Annales photographiques "
"6153","1920-1958","https://gallica.bnf.fr/ark:/12148/cb34350058s/date","Paris","La Revue du Touring club de France"
"6154","1911","https://gallica.bnf.fr/ark:/12148/cb427736312/date","Coutances","Bulletin paroissial "
"6155","1927-1931","https://gallica.bnf.fr/ark:/12148/cb34350165b/date","Paris","La Gazette médicale de France "
"6156","1864-1904","https://gallica.bnf.fr/ark:/12148/cb343504268/date","Paris","Annales des sciences naturelles"
"6157","1905-1937","https://gallica.bnf.fr/ark:/12148/cb34350427m/date","Paris","Annales des sciences naturelles"
"6158","1915","https://gallica.bnf.fr/ark:/12148/cb427725666/date","Lyon","Bulletin paroissial "
"6159","1893-1939","https://gallica.bnf.fr/ark:/12148/cb34350446w/date","Bordeaux","Archives d'électricité médicale"
"6160","1915","https://gallica.bnf.fr/ark:/12148/cb34348804s/date","Paris","Journal du droit international "
"6161","1896-19..","https://gallica.bnf.fr/ark:/12148/cb32684428s/date","Paris","L'Agriculture nationale "
"6162","1873-190.","https://gallica.bnf.fr/ark:/12148/cb32684531z/date","Paris, Paris, Paris","Aide mémoire d'artillerie navale "
"6163","1941-194.","https://gallica.bnf.fr/ark:/12148/cb32684616b/date","","L'Aiguille "
"6164","1846-1847","https://gallica.bnf.fr/ark:/12148/cb32697124h/date","Paris","Annuaire des lettres"
"6165","2001-2008","https://gallica.bnf.fr/ark:/12148/cb37723116b/date","Chamalières","Tableaux économiques de l'Auvergne "
"6166","1852-1872","https://gallica.bnf.fr/ark:/12148/cb45235842g/date","Paris, Paris","Statistique de l'instruction primaire"
"6167","1925-1927","https://gallica.bnf.fr/ark:/12148/cb32682901n/date","Paris","L'Aéro philatélie "
"6168","19..","https://gallica.bnf.fr/ark:/12148/cb427782675/date","Meaux","Bulletin paroissial "
"6169","1902-1906","https://gallica.bnf.fr/ark:/12148/cb42777279x/date","Bruxelles","Annales du Musée du Congo"
"6170","1865-1866","https://gallica.bnf.fr/ark:/12148/cb32685186c/date","Bordeaux","L'Album photographique universel "
"6171","1922-19??","https://gallica.bnf.fr/ark:/12148/cb32685365z/date","Alger","Alger étudiant "
"6172","1905","https://gallica.bnf.fr/ark:/12148/cb326853591/date","Alger","Alger en poche"
"6173","1909-19..","https://gallica.bnf.fr/ark:/12148/cb427504243/date","Nancy","Le Patronage de St Stanislas Kostka "
"6174","19..","https://gallica.bnf.fr/ark:/12148/cb42778211j/date","Villedieu","Bulletin paroissial "
"6175","1909","https://gallica.bnf.fr/ark:/12148/cb32685370j/date","Alger","Alger journal"
"6176","1890","https://gallica.bnf.fr/ark:/12148/cb32685380v/date","Alger","Alger mondain"
"6177","1919-1924","https://gallica.bnf.fr/ark:/12148/cb32685385k/date","Alger","Alger programmes "
"6178","1931-1939","https://gallica.bnf.fr/ark:/12148/cb32685395w/date","Alger","Alger socialiste "
"6179","1922-1932","https://gallica.bnf.fr/ark:/12148/cb326854746/date","Alger","L'Algérie illustrée "
"6180","19??","https://gallica.bnf.fr/ark:/12148/cb32685430k/date","Paris","L'Algérie à l'Exposition universelle de 1900"
"6181","1922-1928","https://gallica.bnf.fr/ark:/12148/cb326854897/date","Alger","L'Algérie mutilée "
"6182","1912-1915","https://gallica.bnf.fr/ark:/12148/cb32685503z/date","Alger","L'Algérie politique et littéraire "
"6183","1904","https://gallica.bnf.fr/ark:/12148/cb32685524x/date","Alger","L'Algérien"
"6184","1900","https://gallica.bnf.fr/ark:/12148/cb32685527z/date","Bône","L'Algérien"
"6185","1917-19..","https://gallica.bnf.fr/ark:/12148/cb32685593r/date","Meulan","L'Alimentation moderne et les industries annexes "
"6186","1884-1953","https://gallica.bnf.fr/ark:/12148/cb43650372n/date","Paris, Melun","Statistique des incendies et des sauvetages pour lesquels le Régiment de sapeurs pompiers de Paris a été appelé "
"6187","1952-195.","https://gallica.bnf.fr/ark:/12148/cb43654183q/date","Pantin","Servir le basket "
"6188","1872-18..","https://gallica.bnf.fr/ark:/12148/cb32685860m/date","Paris","L'Alliance des peuples "
"6189","19..","https://gallica.bnf.fr/ark:/12148/cb42750697v/date","Nancy","Bulletin paroissial "
"6190","1907-1912","https://gallica.bnf.fr/ark:/12148/cb32687005r/date","Paris","Almanach de La Calotte "
"6191","1859-186.","https://gallica.bnf.fr/ark:/12148/cb32687702n/date","Rouen","Almanach des arts et métiers rédigé spécialement pour la jeunesse "
"6192","1808-1810","https://gallica.bnf.fr/ark:/12148/cb326881178/date","A Paris, A Paris","Almanach des réformés et protestans de l'Empire français "
"6193","1850-185?","https://gallica.bnf.fr/ark:/12148/cb32687973q/date","Paris","Almanach des jeux "
"6194","18..-18..","https://gallica.bnf.fr/ark:/12148/cb32689676d/date","Paris","Almanach lyrique et populaire"
"6195","18??","https://gallica.bnf.fr/ark:/12148/cb32689380t/date","S. l.","Almanach historique ou un souvenir pour Napoléon"
"6196","1834-1852","https://gallica.bnf.fr/ark:/12148/cb326899109/date","Paris","Almanach populaire de la France"
"6197","1850-1905","https://gallica.bnf.fr/ark:/12148/cb32690015k/date","Paris, Paris, Paris, Paris","Almanach pour rire "
"6198","18..-18..","https://gallica.bnf.fr/ark:/12148/cb32689712f/date","Paris, Paris","Almanach mensuel de l'industrie"
"6199","1867-1867","https://gallica.bnf.fr/ark:/12148/cb326880488/date","Paris","Almanach des odeurs de Paris pour"
"6200","1930-19..","https://gallica.bnf.fr/ark:/12148/cb425034086/date","Hanoï","Compte rendu sur le fonctionnement de l'Inspection générale du travail "
"6201","1900-192.","https://gallica.bnf.fr/ark:/12148/cb32690592d/date","Marennes, Bordeaux, Lille","L'Alumniste "
"6202","1907","https://gallica.bnf.fr/ark:/12148/cb42749432p/date","Saint Étienne","Bulletin paroissial "
"6203","19..","https://gallica.bnf.fr/ark:/12148/cb427506479/date","Nancy","Bulletin paroissial "
"6204","1856-18..","https://gallica.bnf.fr/ark:/12148/cb425938639/date","Paris","Le Spectateur "
"6205","1803-1803","https://gallica.bnf.fr/ark:/12148/cb41254597j/date","Nancy","Séance publique de la Société des sciences"
"6206","1830-1848","https://gallica.bnf.fr/ark:/12148/cb41257550m/date","Paris","L'Indépendant "
"6207","1918-1946","https://gallica.bnf.fr/ark:/12148/cb34548408d/date","Paris, Paris, Paris, Paris","Le Mutilé "
"6208","1865-1865","https://gallica.bnf.fr/ark:/12148/cb42677036x/date","Marseille","Le Tremplin "
"6209","1929-183.","https://gallica.bnf.fr/ark:/12148/cb32691553r/date","Toulon, Lille","L'Ami du peintre"
"6210","1923-1929","https://gallica.bnf.fr/ark:/12148/cb32691538v/date","Paris","L'Ami du lettré"
"6211","1789-1792","https://gallica.bnf.fr/ark:/12148/cb32691640p/date","Paris","L'Ami du peuple"
"6212","190.-19..","https://gallica.bnf.fr/ark:/12148/cb42769191s/date","Lyon","Bulletin paroissial "
"6213","19??","https://gallica.bnf.fr/ark:/12148/cb32691956w/date","Reims","Amicale générale des anciens combattants du 44e Régt"
"6214","1787-1788","https://gallica.bnf.fr/ark:/12148/cb326927615/date","Paris","Analyse des papiers anglois"
"6215","1921-1933","https://gallica.bnf.fr/ark:/12148/cb32692853t/date","Lille","L'Ancien combattant "
"6216","1912-19..","https://gallica.bnf.fr/ark:/12148/cb427371743/date","Rennes","Bulletin paroissial "
"6217","1936","https://gallica.bnf.fr/ark:/12148/cb34349006h/date","Paris, Paris","Politique étrangère "
"6218","1915","https://gallica.bnf.fr/ark:/12148/cb42779433n/date","Nancy","Bulletin paroissial "
"6219","19..","https://gallica.bnf.fr/ark:/12148/cb42769178k/date","Montbrison","Bulletin paroissial "
"6220","1931-1939","https://gallica.bnf.fr/ark:/12148/cb32681984x/date","Périgueux","L'Action laïque "
"6221","19..","https://gallica.bnf.fr/ark:/12148/cb427706618/date","Lyon","Bulletin paroissial "
"6222","1817-1838","https://gallica.bnf.fr/ark:/12148/cb326933510/date","Lugdunum Batavorum","Annales Academiae lugduno batavae"
"6223","1922-1925","https://gallica.bnf.fr/ark:/12148/cb32682612g/date","Paris","Les Actualités de chimie contemporaine "
"6224","1845-18..","https://gallica.bnf.fr/ark:/12148/cb32682816d/date","Paris","Adresses générales des commissionnaires en marchandises de la place de Paris expédiant en France et à l'étranger"
"6225","1941-1941","https://gallica.bnf.fr/ark:/12148/cb43780552c/date","","L'Espoir du Valenciennois "
"6226","194.-1944","https://gallica.bnf.fr/ark:/12148/cb43784916k/date","","Marceau "
"6227","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43788850f/date","","Russie d'aujourd'hui "
"6228","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43787679c/date","Paris","Le |Patriote enchaîné "
"6229","194.-194.","https://gallica.bnf.fr/ark:/12148/cb437999416/date","","Le Métallo "
"6230","1940-194.","https://gallica.bnf.fr/ark:/12148/cb43839229b/date","","Le Travailleur "
"6231","1849-1887","https://gallica.bnf.fr/ark:/12148/cb43737744z/date","Limoges","Rapport général sur les travaux des conseils d'hygiène publique et de salubrité du département de la Haute Vienne présenté à M"
"6232","1892-1893","https://gallica.bnf.fr/ark:/12148/cb32693379c/date","Alger","Les Annales algériennes "
"6233","1913","https://gallica.bnf.fr/ark:/12148/cb42779436p/date","Lorient","Bulletin paroissial "
"6234","19..-19..","https://gallica.bnf.fr/ark:/12148/cb42769184h/date","Rennes","Bulletin paroissial "
"6235","1913","https://gallica.bnf.fr/ark:/12148/cb42770539t/date","Caluire et Cuire","Bulletin paroissial "
"6236","1914-1914","https://gallica.bnf.fr/ark:/12148/cb436504184/date","Nantes","En guerre "
"6237","1943-194.","https://gallica.bnf.fr/ark:/12148/cb43783823b/date","","Le Jeune patriote de Bourgogne "
"6238","1913-1978","https://gallica.bnf.fr/ark:/12148/cb34349151m/date","Paris","Revue d'histoire économique et sociale "
"6239","1912-1914","https://gallica.bnf.fr/ark:/12148/cb32682318q/date","Oran","L'Action sindicale"
"6240","1942-194.","https://gallica.bnf.fr/ark:/12148/cb32682312n/date","","L'Action sportive "
"6241","1896-1925","https://gallica.bnf.fr/ark:/12148/cb32682705g/date","Paris","Compte des frais de perception pour l'exercice"
"6242","","https://gallica.bnf.fr/ark:/12148/cb41265551p/date","Brazzaville","Budget annexe de l'exploitation du chemin de fer Congo Océan et du Wharf de Pointe"
"6243","189?-1958","https://gallica.bnf.fr/ark:/12148/cb412692498/date","Conakry","Budget local de la Guinée française "
"6244","19??-19??","https://gallica.bnf.fr/ark:/12148/cb412697756/date","Saïgon","Budget du port de commerce de Saïgon "
"6245","1890-1954","https://gallica.bnf.fr/ark:/12148/cb41270064n/date","Conakry","Compte définitif des recettes et des dépenses du budget local "
"6246","19??-19??","https://gallica.bnf.fr/ark:/12148/cb412700968/date","Brazzaville","Budget général "
"6247","1908-1930","https://gallica.bnf.fr/ark:/12148/cb412702061/date","Gorée","Budget de l'exploitation du chemin de fer"
"6248","1908-1930","https://gallica.bnf.fr/ark:/12148/cb41270230w/date","Gorée","Budget de l'exploitation du chemin de fer"
"6249","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43776618q/date","","Bulletin des magasins généraux "
"6250","1941-194.","https://gallica.bnf.fr/ark:/12148/cb43786384w/date","","L'Ouvrière"
"6251","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43788871d/date","","Sambre et Meuse "
"6252","1943-1944","https://gallica.bnf.fr/ark:/12148/cb43788923t/date","","Le Secteur électrique "
"6253","1818-1818","https://gallica.bnf.fr/ark:/12148/cb43819685h/date","Limoges","De l'agriculture pratique et de l'économie domestique "
"6254","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43839440d/date","France","Le Rouleau rouge "
"6255","1943-1944","https://gallica.bnf.fr/ark:/12148/cb438552002/date","S. l.","Sovetskij patriot "
"6256","1863-1863","https://gallica.bnf.fr/ark:/12148/cb43891004r/date","Montpellier","Le Midi littéraire "
"6257","186.-188.","https://gallica.bnf.fr/ark:/12148/cb43839327x/date","Lille","Rapport général sur les travaux de la Commission pendant l'année"
"6258","1941-194.","https://gallica.bnf.fr/ark:/12148/cb43912806d/date","","La Bretagne ouvrière"
"6259","1907-19..","https://gallica.bnf.fr/ark:/12148/cb42737254r/date","Paris","Bulletin paroissial "
"6260","1886","https://gallica.bnf.fr/ark:/12148/cb32682989w/date","Alger","L'Affamé"
"6261","1920-1934","https://gallica.bnf.fr/ark:/12148/cb326934142/date","Paris","Les Annales commerciales"
"6262","1874-1919","https://gallica.bnf.fr/ark:/12148/cb32693505c/date","Paris, Paris","Annales de gynécologie et d'obstétrique "
"6263","1908-1914","https://gallica.bnf.fr/ark:/12148/cb326829009/date","Bruxelles","L'Aéro mécanique"
"6264","1819-1827","https://gallica.bnf.fr/ark:/12148/cb32693638m/date","Paris, Paris","Annales de l'industrie nationale et étrangère"
"6265","1858-1917","https://gallica.bnf.fr/ark:/12148/cb32693720t/date","Paris, Paris","Annales de l'Observatoire impérial de Paris"
"6266","19??-19??","https://gallica.bnf.fr/ark:/12148/cb41270788k/date","Alger","Statistique financière de l'Algérie"
"6267","19??-19??","https://gallica.bnf.fr/ark:/12148/cb41270921v/date","Yaoundé","Budget spécial des grands travaux et dépenses sanitaires sur fonds d'emprunt"
"6268","18??-19??","https://gallica.bnf.fr/ark:/12148/cb41271238w/date","Saigon","Budget local "
"6269","19??-194?","https://gallica.bnf.fr/ark:/12148/cb41271324g/date","Lieux divers","Compte administratif du budget local du Laos pour l'exercice"
"6270","1897-1943","https://gallica.bnf.fr/ark:/12148/cb41271325t/date","Hanoï","Budget local du Laos "
"6271","1837-1839","https://gallica.bnf.fr/ark:/12148/cb42706278w/date","Strasbourg","Exposition "
"6272","1913-19..","https://gallica.bnf.fr/ark:/12148/cb42779091q/date","Servaville Salmonville","Bulletin paroissial "
"6273","19??-19??","https://gallica.bnf.fr/ark:/12148/cb41271665w/date","Yaoundé","Budget du Cameroun "
"6274","1929-1939","https://gallica.bnf.fr/ark:/12148/cb41272023j/date","Hanoi","Conseil des intérêts français"
"6275","1912-19..","https://gallica.bnf.fr/ark:/12148/cb42738405b/date","Paris","Bulletin paroissial "
"6276","1858","https://gallica.bnf.fr/ark:/12148/cb34349538h/date","Paris, Paris, Paris, Paris, Paris, Paris, Paris, Paris, Paris, Paris, Paris","Comptes rendus des séances de l'année"
"6277","1906-1958","https://gallica.bnf.fr/ark:/12148/cb41272213s/date","Lieux divers","Budget général de l'Afrique occidentale française"
"6278","1871-1943","https://gallica.bnf.fr/ark:/12148/cb41273763z/date","Saïgons","Compte administratif"
"6279","1841","https://gallica.bnf.fr/ark:/12148/cb412739160/date","Beauvais","Rapports et délibérations du Conseil général "
"6280","1953-2007","https://gallica.bnf.fr/ark:/12148/cb34349577d/date","Paris, Paris, Paris","Annuaire statistique de la France "
"6281","1882-18..","https://gallica.bnf.fr/ark:/12148/cb32683290d/date","Paris","Affiches générales de l'imprimerie"
"6282","1846-1855","https://gallica.bnf.fr/ark:/12148/cb32694150b/date","Nevers","Annales de Poussery "
"6283","1827-191?","https://gallica.bnf.fr/ark:/12148/cb32694021g/date","Mont de Marsan","Annales de la Société économique d'agriculture"
"6284","1904-1927","https://gallica.bnf.fr/ark:/12148/cb326940920/date","La Neuve Lyre","Annales de Lyre et de la région "
"6285","1880-1880","https://gallica.bnf.fr/ark:/12148/cb326834156/date","Alger","Africa "
"6286","1845","https://gallica.bnf.fr/ark:/12148/cb326942153/date","Paris","Annales des chemins vicinaux "
"6287","1890-191.","https://gallica.bnf.fr/ark:/12148/cb32694228f/date","Limoges","Annales des croisés de Marie "
"6288","1931-1936","https://gallica.bnf.fr/ark:/12148/cb435442510/date","Paris","Almanach de Guignol"
"6289","1877-1920","https://gallica.bnf.fr/ark:/12148/cb32694356z/date","Paris","Annales du Bureau central météorologique de France"
"6290","1827-1828","https://gallica.bnf.fr/ark:/12148/cb326943877/date","Paris","Annales du commerce "
"6291","1960-1983","https://gallica.bnf.fr/ark:/12148/cb34349593n/date","Paris","Bulletin d'histoire économique et sociale de la Révolution française"
"6292","1929-1940","https://gallica.bnf.fr/ark:/12148/cb377504898/date","Paris","Annuaire de l'Institut international de droit public"
"6293","1969","https://gallica.bnf.fr/ark:/12148/cb34349605t/date","Paris","Dix huitième siècle "
"6294","1968-1981","https://gallica.bnf.fr/ark:/12148/cb34349632q/date","Paris, Paris","Balance des paiements de l'année "
"6295","1921-1932","https://gallica.bnf.fr/ark:/12148/cb32698220n/date","Paris","L'Annuaire industriel "
"6296","1924-199.","https://gallica.bnf.fr/ark:/12148/cb343493039/date","Rennes","Bulletin de la Société scientifique de Bretagne "
"6297","1888-1975","https://gallica.bnf.fr/ark:/12148/cb343494147/date","Caen","Le Botaniste "
"6298","1944-1944","https://gallica.bnf.fr/ark:/12148/cb32683614d/date","","Bulletin d'information de presse "
"6299","1777-1792","https://gallica.bnf.fr/ark:/12148/cb32694671p/date","Londres, Londres, Bruxelles, Paris","Annales politiques"
"6300","18??","https://gallica.bnf.fr/ark:/12148/cb326840249/date","Paris","Agenda perpétuel historique et militaire ou Ephémérides de poche"
"6301","1857-1914","https://gallica.bnf.fr/ark:/12148/cb326950838/date","Paris, Louvain","L'Année scientifique et industrielle "
"6302","19??-195?","https://gallica.bnf.fr/ark:/12148/cb412740262/date","Alger","Projet de budget"
"6303","18??-195?","https://gallica.bnf.fr/ark:/12148/cb412740905/date","Pondichéry","Compte administratif des recettes et des dépenses de l'exercice"
"6304","1914-1938","https://gallica.bnf.fr/ark:/12148/cb41274569q/date","Alger","Budget de l'Algérie"
"6305","1827-1934","https://gallica.bnf.fr/ark:/12148/cb412790415/date","Paris, Paris, Paris","Compte général de l'administration de la justice criminelle en France"
"6306","1822-1939","https://gallica.bnf.fr/ark:/12148/cb41280114k/date","Paris, Paris, Paris, Paris, Melun","Compte rendu par le Ministre de l'intérieur pour l'exercice "
"6307","1895-1960","https://gallica.bnf.fr/ark:/12148/cb412807116/date","Lieux divers","Projet de budget"
"6308","1898-1955","https://gallica.bnf.fr/ark:/12148/cb41280752s/date","Porto Novo","Compte définitif des recettes et des dépenses "
"6309","1827-19??","https://gallica.bnf.fr/ark:/12148/cb41285475t/date","Paris, Paris","Compte définitif des dépenses"
"6310","1878-1939","https://gallica.bnf.fr/ark:/12148/cb412872434/date","Paris, Paris, Melun, Paris","La Situation financière des communes en "
"6311","1834-1863","https://gallica.bnf.fr/ark:/12148/cb34350425x/date","Paris, Paris, Paris","Annales des sciences naturelles"
"6312","1830-1939","https://gallica.bnf.fr/ark:/12148/cb41288490f/date","Paris, Paris, Paris","Projet de loi portant règlement définitif du budget de l'exercice "
"6313","1909-1910","https://gallica.bnf.fr/ark:/12148/cb32696299f/date","Paris","Annuaire de la "
"6314","1924-1925","https://gallica.bnf.fr/ark:/12148/cb41289003t/date","Paris, Clermont Ferrand","La France mutilée "
"6315","1853-1913","https://gallica.bnf.fr/ark:/12148/cb412901917/date","Paris, Paris, Melun","Rapport à l'Empereur sur la situation des sociétés de secours mutuels "
"6316","1820-1939","https://gallica.bnf.fr/ark:/12148/cb412914005/date","Paris, Paris, Paris, Paris","Comptes généraux présentés par le ministre de la guerre pour l'exercice "
"6317","1883-188.","https://gallica.bnf.fr/ark:/12148/cb32697095r/date","Gap","Annuaire des Hautes Alpes "
"6318","1841-1859","https://gallica.bnf.fr/ark:/12148/cb32696254g/date","Alençon, Alençon, Alençon","Annuaire de l'Orne"
"6319","1898","https://gallica.bnf.fr/ark:/12148/cb427794340/date","Vannes","Bulletin paroissial "
"6320","19..-19..","https://gallica.bnf.fr/ark:/12148/cb42745753h/date","Bernay","La Voix des jeunes "
"6321","1839-1842","https://gallica.bnf.fr/ark:/12148/cb32698517k/date","Grenoble","Annuaire pathologique de l'établissement thermal d'Allevard "
"6322","1943-1943","https://gallica.bnf.fr/ark:/12148/cb43776236j/date","","Bulletin n <U+036D> "
"6323","1840-1851","https://gallica.bnf.fr/ark:/12148/cb32696297r/date","Bruxelles, Bruxelles","Annuaire de la Bibliothèque royale de Belgique "
"6324","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43788029d/date","","Propagande et actions féminines "
"6325","1929-1992","https://gallica.bnf.fr/ark:/12148/cb343505016/date","Paris","L'École libératrice "
"6326","1884-1884","https://gallica.bnf.fr/ark:/12148/cb326849401/date","Lyon","L'Alarme "
"6327","1842-1842","https://gallica.bnf.fr/ark:/12148/cb43708922t/date","Paris","Bibliographie et messagère musicale "
"6328","1897-189.","https://gallica.bnf.fr/ark:/12148/cb326822967/date","Le Kremlin Bicêtre","L'Action socialiste "
"6329","1900-1900","https://gallica.bnf.fr/ark:/12148/cb326822998/date","Saint Étienne","L'Action socialiste "
"6330","1931-1940","https://gallica.bnf.fr/ark:/12148/cb32701315z/date","Paris","Archives de philosophie du droit et de sociologie juridique"
"6331","1901","https://gallica.bnf.fr/ark:/12148/cb34349602s/date","Paris, Paris","Annuaire du Collège de France"
"6332","1812-1876","https://gallica.bnf.fr/ark:/12148/cb32689592c/date","Dinan, Dinan","Almanach journalier pour l'an de grâce "
"6333","194.-194.","https://gallica.bnf.fr/ark:/12148/cb437798498/date","","L'Écho de Mondésir Étampes"
